"","OBJECTID","n_export","precip_variability","population","pigs","cattle","flash_flow","average_flow","percent_no_sanitation","proportion_urban"
"152","EGY00005",342.730712890625,71.1343584492673,787775.9375,0,0,0.750397920608521,1461.18249511719,6.8978099822998,1
"153","EGY00006",242.216491699219,68.6910833083697,165953.015625,26.547088566645,10309.3610085862,0.750309884548187,1460.88598632812,6.8978099822998,0.839999973773956
"154","EGY00007",3671.8154296875,90.9329937365444,209326.046875,29.2931894027617,10230.9166246689,-0.106015980243683,0.00969230756163597,6.8978099822998,0.907216489315033
"155","EGY00008",79.0943450927734,108.507544412318,62138.92578125,30.8281056042385,4403.01069974585,0.749620795249939,1458.14855957031,6.8978099822998,0.430000007152557
"156","ESP00002",6746.8671875,48.9984822997918,92185.1875,2643.74488322733,436.343392860203,0.45530378818512,251.868118286133,0.0966705307364464,0.800000011920929
"157","ESP00003",4479.48779296875,33.4552492398949,109.482719421387,0,17.5873303909894,0.339235633611679,3.75946140289307,0.0966705307364464,0
"158","ESP00004",105898.625,41.0383632434455,2155.3515625,34.7309650895567,348.495151442103,0.426177501678467,44.6979217529297,0.0966705307364464,0
"159","ESP00005",199290.375,54.0843461286416,83489.4609375,1883.73846191179,490.611323095849,0.378021568059921,43.0141143798828,0.0966705307364464,1
"160","ESP00006",262786.6875,23.6601848149199,3560.94921875,467.559913874099,1142.00844017325,0.369870722293854,1.84850001335144,0.0966705307364464,0.519999980926514
"161","FIN00002",NA,29.373432034089,22893.509765625,243.659058818961,24.4216208048606,0,0,0.551955938339233,0.989898979663849
"162","FIN00004",NA,27.2692577989111,69.5401916503906,0,0,0.315989047288895,14.7753076553345,0.551955938339233,0
"163","FJI00001",3968.89697265625,33.8236877075823,10607.4072265625,357.909581851132,3068.48057908948,0.44029039144516,15.330961227417,13.6913948059082,0.46000000834465
"164","GBR00001",12088.84375,14.8055352166015,178305.265625,739.40413792979,201.408917859674,0.570209622383118,68.1547698974609,0.878557801246643,1
"165","GBR00002",21921.3671875,17.9681989687483,62550.453125,666.144844796917,3510.67365832333,0.437413424253464,1.15384614467621,0.878557801246643,1
"166","GBR00003",157478.421875,24.3545130813166,4256.54541015625,678.408852855828,3537.24533153959,0.460294663906097,17.9099235534668,0.878557801246643,0.419999986886978
"167","GBR00004",32922.1015625,10.5741192317036,200765.4375,761.700788346561,589.082337575602,0.545422732830048,67.4076156616211,0.878557801246643,1
"168","GBR00005",100579.46875,16.1366043179517,3282.54907226562,1017.01918934324,6182.85472788418,0.49098739027977,41.3538475036621,0.878557801246643,0.370000004768372
