"","OBJECTID","n_export","precip_variability","population","depth_to_groundwater","cattle","average_flow","percent_no_sanitation","clay_percent","flash_flow","sand_percent","pigs","proportion_urban"
"522",522,3202.40942382812,115.896575927734,34819.01953125,111,1135.62088759298,0.00303846155293286,31.0541248321533,21,0.177130043506622,38,26451.8962802557,0
"523",523,2481.23022460938,118.948768615723,59098.7109375,11,0.446602883091092,0.00488461554050446,31.0541248321533,22,0.232600748538971,35,95171.1345957042,0
"524",524,2064.17309570312,116.908226013184,39753.98046875,30,0.000492787946732085,0.0531153865158558,31.0541248321533,21,0.250635206699371,35,65716.5457526564,0
"525",525,2199.00146484375,118.948768615723,59098.7109375,11,0.446602883091092,0.00146153848618269,31.0541248321533,22,0.21111111342907,35,95171.1345957042,0
"526",526,62.4270133972168,128.820098876953,61605.49609375,6,1526.86431948239,0.00126923085190356,31.0541248321533,17,0.286956518888474,39,17303.3416783449,1
"527",527,75.9826278686523,128.826232910156,63785.75390625,12,1554.67779545499,0.0010769231012091,31.0541248321533,18,0.280000001192093,42,40588.3973193645,0
"528",528,2401.62329101562,120.147125244141,53464.9609375,13,8.5422443571299,0.00446153851225972,31.0541248321533,21,0.221797317266464,35,104794.622391779,0
"529",529,3290.7880859375,133.824508666992,21896.97265625,5,3423.69543710096,0.0754615366458893,31.0541248321533,18,0.298403024673462,40,2277.00107927451,0
"530",530,2187.9736328125,118.017784118652,40601.26171875,11,233.94876295453,0.00130769237875938,31.0541248321533,22,0.187845319509506,35,67572.387632805,0
"531",531,4.09497737884521,80.3517303466797,378.896148681641,49,52.6050863634374,0,31.0541248321533,22,0,40,12.7530244370411,0
"532",532,20.1665744781494,97.2573318481445,20799.595703125,241,1713.82913860702,0,31.0541248321533,19,0,34,9558.29812428743,0
"533",533,40.283447265625,97.1026916503906,3074.8896484375,205,808.056143178521,0,31.0541248321533,20,0,37,1804.9478353161,0
"534",534,2545.81665039062,117.994033813477,40601.26171875,13,233.94876295453,0.0470769219100475,31.0541248321533,19,0.274070769548416,46,67572.387632805,0
"535",535,99.0427703857422,132.589660644531,125856.421875,7,7181.27720441797,0.00226923078298569,31.0541248321533,19,0.173529416322708,30,25597.23720261,0
"536",536,157.03205871582,116.265769958496,80765.9140625,167,2552.177506157,0.00142307695932686,31.0541248321533,17,0.177033498883247,40,37771.6550462284,1
"537",537,2752.02905273438,116.787094116211,40601.26171875,11,233.94876295453,0.00273076933808625,31.0541248321533,17,0.192411929368973,45,67572.387632805,0
"538",538,4574.76953125,130.936401367188,33995.703125,5,3627.69633430937,0.00953846145421267,31.0541248321533,17,0.297719091176987,41,6887.66437568084,0
"539",539,54.8338508605957,119.863815307617,116420.421875,8,2998.15034287481,0.00142307695932686,31.0541248321533,19,0.212643682956696,39,91292.1460867186,0
"540",540,72.7776947021484,132.28059387207,37063.40625,4,1251.81312603478,0.0017307692905888,31.0541248321533,19,0.167286247014999,32,230.857747342426,0
"541",541,499.082305908203,100.142959594727,17891.423828125,199,1571.8177282255,0,31.0541248321533,24,0,25,9986.71511067996,0
"542",542,75.5084915161133,131.570892333984,61302.5625,4,2337.53978346119,0.00115384615492076,31.0541248321533,18,0.309278339147568,37,10818.8404571767,1
"543",543,923.712158203125,101.701843261719,603040.8125,13,264.861064302969,0,31.0541248321533,21,0,30,1927.84917254083,1
"544",544,97.5916061401367,118.085891723633,70840.8046875,63,2430.73856221868,0.00138461543247104,31.0541248321533,18,0.209302335977554,40,45437.9558001203,1
"545",545,1532.96228027344,100.324600219727,187958.25,16,306.92486623857,0.00296153849922121,31.0541248321533,22,0.359813064336777,31,1998.97253713074,1
"546",546,38.5143775939941,98.1036911010742,187958.25,17,306.92486623857,0.103000000119209,31.0541248321533,21,0.30834773182869,32,1998.97253713074,1
"547",547,217.789932250977,99.399772644043,187958.25,10,306.92486623857,0,31.0541248321533,20,0,36,1998.97253713074,1
"548",548,40.3205146789551,99.2957000732422,187958.25,10,306.92486623857,0,31.0541248321533,20,0,35,1998.97253713074,1
"549",549,60.6671409606934,97.3780899047852,16696.98828125,167,275.796528871955,0.00203846162185073,31.0541248321533,19,0.726027488708496,37,1096.8307952074,1
"550",550,615.161743164062,96.9313278198242,12960.8447265625,170,565.934248385901,0,31.0541248321533,19,0,27,3382.58274375217,0
"551",551,1979.20947265625,99.7471542358398,30656.744140625,28,6154.41207735926,0.00734615372493863,31.0541248321533,17,1.69026553630829,33,14138.4282125416,0
"552",552,1167.47521972656,99.9977798461914,30656.744140625,28,6154.41207735926,2.45580768585205,31.0541248321533,18,0.442687302827835,33,14138.4282125416,0
"553",553,105.855278015137,103.428497314453,154636.609375,28,3842.56026117543,0.00180769234430045,31.0541248321533,16,-0.321917802095413,36,8926.87375835336,0
