"","OBJECTID","source","noxn"
"1840",1090,"USGS",4
"1841",1091,"USGS",3
"1842",1092,"USGS",1
"1843",1093,"USGS",8
"1844",1094,"USGS",2
"1845",1095,"USGS",1
"1846",1096,"USGS",1
"1847",1097,"USGS",0
"1848",1098,"USGS",0
"1849",75,"GEMStat",0.1975
"1850",75,"GEMStat",0.185
"1851",75,"GEMStat",0.1475
"1852",75,"GEMStat",0.24
"1853",75,"GEMStat",0.0675
"1854",75,"GEMStat",0.09
"1855",532,"Gu",1.2
"1856",1723,"USGS",0
"1857",1099,"USGS",1
"1858",1100,"USGS",0
"1859",1101,"USGS",3
"1860",1102,"USGS",2
"1861",1103,"USGS",0
"1862",1104,"USGS",1
"1863",1105,"USGS",0
"1864",1106,"USGS",1
"1865",1107,"USGS",0
"1866",1108,"USGS",0
"1867",76,"GEMStat",0.21
"1868",76,"GEMStat",0.156666666666667
"1869",76,"GEMStat",0.16
"1870",76,"GEMStat",0.195
"1871",76,"GEMStat",0.171666666666667
"1872",76,"GEMStat",0.265
"1873",76,"GEMStat",0.216666666666667
"1874",506,"Gu",2.1
"1875",1724,"USGS",0
"1876",1109,"USGS",0
"1877",1110,"USGS",1
"1878",1111,"USGS",0
"1879",1112,"USGS",0
"1880",1113,"USGS",1
"1881",1114,"USGS",2
"1882",1115,"USGS",2
"1883",1060,"USGS",1
"1884",1061,"USGS",25
"1885",1062,"USGS",48
"1886",77,"GEMStat",0.040875
"1887",77,"GEMStat",0.00175
"1888",77,"GEMStat",0.004
"1889",77,"GEMStat",0.452
"1890",208,"Gu",5
"1891",1682,"USGS",0
"1892",1063,"USGS",17
"1893",1064,"USGS",11
"1894",1065,"USGS",19
"1895",1066,"USGS",28
"1896",1067,"USGS",11
"1897",1068,"USGS",4
"1898",1069,"USGS",13
"1899",1070,"USGS",3
"1900",1071,"USGS",22
"1901",1072,"USGS",5
"1902",78,"GEMStat",0
"1903",78,"GEMStat",0.033
"1904",501,"Gu",0.5
"1905",746,"Ouedraogo",0.6417
"1906",1683,"USGS",0
"1907",1073,"USGS",29
"1908",1074,"USGS",17
"1909",1075,"USGS",14
"1910",1076,"USGS",7
"1911",1077,"USGS",2
"1912",1078,"USGS",14
"1913",1079,"USGS",1
"1914",1080,"USGS",2
"1915",1081,"USGS",8
"1916",1082,"USGS",5
"1917",79,"GEMStat",0.0216666666666667
"1918",304,"Gu",1.6
"1919",747,"Ouedraogo",0.31556
"1920",1684,"USGS",0
"1921",1083,"USGS",31
"1922",1084,"USGS",28
"1923",1085,"USGS",19
"1924",1086,"USGS",1
"1925",1087,"USGS",0
"1926",1088,"USGS",10
"1927",1038,"USGS",0
"1928",1039,"USGS",0
"1929",1040,"USGS",0
"1930",1041,"USGS",2
"1931",8,"GEMStat",2.49666666666667
"1932",8,"GEMStat",2.01714285714286
"1933",8,"GEMStat",2.15555555555556
"1934",615,"Gu",0.4
"1935",1758,"USGS",2
"1936",80,"GEMStat",0
"1937",510,"Gu",6
"1938",1685,"USGS",0
"1939",1042,"USGS",0
"1940",1043,"USGS",1
"1941",1045,"USGS",1
"1942",1046,"USGS",2
"1943",1047,"USGS",0
"1944",1048,"USGS",0
"1945",1049,"USGS",1
"1946",1050,"USGS",0
"1947",1051,"USGS",0
"1948",1052,"USGS",2
"1949",81,"GEMStat",3
"1950",81,"GEMStat",0
"1951",543,"Gu",0.9
"1952",749,"Ouedraogo",11.3666
"1953",1686,"USGS",0
"1954",1053,"USGS",0
"1955",1054,"USGS",3
"1956",1055,"USGS",0
"1957",1056,"USGS",0
"1958",1057,"USGS",10
"1959",1058,"USGS",0
"1960",1059,"USGS",0
"1961",1015,"USGS",0
"1962",1016,"USGS",0
"1963",1017,"USGS",0
"1964",82,"GEMStat",10.2314545454545
"1965",82,"GEMStat",10.6925
"1966",82,"GEMStat",11.13
"1967",82,"GEMStat",12.198
"1968",82,"GEMStat",10.0125
"1969",541,"Gu",1.4
"1970",1687,"USGS",0
"1971",1018,"USGS",1
"1972",1019,"USGS",0
"1973",1044,"USGS",0
"1974",1020,"USGS",0
"1975",1021,"USGS",0
"1976",1022,"USGS",0
"1977",1023,"USGS",0
"1978",1024,"USGS",0
"1979",1025,"USGS",0
"1980",1026,"USGS",1
"1981",83,"GEMStat",1.37
"1982",83,"GEMStat",3.575
"1983",83,"GEMStat",1.8
"1984",83,"GEMStat",2.6
"1985",83,"GEMStat",1.84
"1986",83,"GEMStat",1.59
"1987",83,"GEMStat",2.1295
"1988",463,"Gu",0.7
"1989",1688,"USGS",0
"1990",1027,"USGS",0
"1991",1028,"USGS",0
"1992",1029,"USGS",0
"1993",1030,"USGS",0
"1994",1031,"USGS",0
"1995",1032,"USGS",0
"1996",1033,"USGS",0
"1997",1034,"USGS",1
"1998",1035,"USGS",0
"1999",84,"GEMStat",0.6
"2000",84,"GEMStat",1.06666666666667
"2001",84,"GEMStat",1
"2002",84,"GEMStat",0
"2003",84,"GEMStat",0.93
"2004",84,"GEMStat",0.856666666666667
"2005",324,"Gu",2.5
"2006",1036,"USGS",0
"2007",1037,"USGS",0
"2008",985,"USGS",0
"2009",986,"USGS",3
"2010",987,"USGS",6
"2011",988,"USGS",0
"2012",990,"USGS",0
"2013",991,"USGS",5
"2014",85,"GEMStat",0.181
"2015",85,"GEMStat",0.135
"2016",85,"GEMStat",0.9776
"2017",85,"GEMStat",0.977
"2018",550,"Gu",2.2
"2019",753,"Ouedraogo",1.83908
"2020",992,"USGS",3
"2021",994,"USGS",6
"2022",995,"USGS",12
"2023",996,"USGS",3
"2024",997,"USGS",2
"2025",998,"USGS",0
"2026",999,"USGS",6
"2027",1000,"USGS",0
"2028",1001,"USGS",4
"2029",1002,"USGS",0
"2030",180,"Gu",4.5
"2031",1689,"USGS",0
"2032",1003,"USGS",0
"2033",1004,"USGS",0
"2034",1005,"USGS",0
"2035",1006,"USGS",2
"2036",1008,"USGS",0
"2037",1009,"USGS",3
"2038",1010,"USGS",1
"2039",1012,"USGS",10
"2040",1013,"USGS",3
"2041",1014,"USGS",5
"2042",181,"Gu",21.65
"2043",1690,"USGS",0
"2044",989,"USGS",3
"2045",993,"USGS",32
"2046",1007,"USGS",0
"2047",1011,"USGS",3
"2048",955,"USGS",9
"2049",956,"USGS",8
"2050",957,"USGS",12
"2051",958,"USGS",8
"2052",959,"USGS",3
"2053",960,"USGS",6
"2054",177,"Gu",37.55
"2055",1691,"USGS",0
"2056",961,"USGS",1
"2057",962,"USGS",8
"2058",963,"USGS",5
"2059",965,"USGS",7
"2060",966,"USGS",5
"2061",967,"USGS",4
"2062",968,"USGS",8
"2063",969,"USGS",5
"2064",970,"USGS",7
"2065",972,"USGS",1
"2066",179,"Gu",2.7
"2067",757,"Ouedraogo",3.427
"2068",1692,"USGS",0
"2069",973,"USGS",1
"2070",974,"USGS",4
"2071",975,"USGS",4
"2072",976,"USGS",2
"2073",977,"USGS",1
"2074",978,"USGS",2
"2075",980,"USGS",3
"2076",981,"USGS",1
"2077",983,"USGS",3
"2078",984,"USGS",2
"2079",9,"GEMStat",4.2
"2080",9,"GEMStat",2.9
"2081",9,"GEMStat",7.8
"2082",593,"Gu",1
"2083",176,"Gu",26.75
"2084",758,"Ouedraogo",0.345
"2085",964,"USGS",4
"2086",971,"USGS",6
"2087",979,"USGS",2
"2088",982,"USGS",3
"2089",933,"USGS",0
"2090",934,"USGS",2
"2091",1217,"USGS",0
"2092",935,"USGS",0
"2093",936,"USGS",0
"2094",937,"USGS",0
"2095",178,"Gu",8.2
"2096",759,"Ouedraogo",0.0529
"2097",1693,"USGS",0
"2098",938,"USGS",6
"2099",939,"USGS",8
"2100",940,"USGS",1
"2101",941,"USGS",0
"2102",942,"USGS",4
"2103",943,"USGS",0
"2104",944,"USGS",0
"2105",945,"USGS",0
"2106",946,"USGS",7
"2107",947,"USGS",0
"2108",219,"Gu",18
"2109",760,"Ouedraogo",0.0391
"2110",1694,"USGS",0
"2111",948,"USGS",0
"2112",949,"USGS",10
"2113",950,"USGS",0
"2114",951,"USGS",0
"2115",952,"USGS",2
"2116",953,"USGS",0
"2117",954,"USGS",0
"2118",907,"USGS",2
"2119",908,"USGS",29
"2120",909,"USGS",5
"2121",468,"Gu",1
"2122",761,"Ouedraogo",3.1993
"2123",1695,"USGS",0
"2124",910,"USGS",7
"2125",911,"USGS",17
"2126",912,"USGS",20
"2127",913,"USGS",4
"2128",914,"USGS",13
"2129",915,"USGS",3
"2130",916,"USGS",39
"2131",917,"USGS",0
"2132",918,"USGS",5
"2133",919,"USGS",8
"2134",182,"Gu",4.4
"2135",762,"Ouedraogo",13.8874
"2136",1696,"USGS",0
"2137",920,"USGS",22
"2138",921,"USGS",13
"2139",922,"USGS",7
"2140",923,"USGS",10
"2141",924,"USGS",4
"2142",925,"USGS",5
"2143",926,"USGS",27
"2144",927,"USGS",1
"2145",928,"USGS",0
"2146",929,"USGS",13
"2147",183,"Gu",4.5
"2148",763,"Ouedraogo",12.3211
"2149",1697,"USGS",0
"2150",930,"USGS",0
"2151",931,"USGS",0
"2152",932,"USGS",11
"2153",887,"USGS",19
"2154",888,"USGS",2
"2155",889,"USGS",0
"2156",890,"USGS",0
"2157",891,"USGS",4
"2158",892,"USGS",12
"2159",195,"Gu",2.5
"2160",764,"Ouedraogo",0.0828
"2161",1698,"USGS",0
"2162",893,"USGS",6
"2163",894,"USGS",1
"2164",895,"USGS",5
"2165",896,"USGS",0
"2166",897,"USGS",0
"2167",898,"USGS",0
"2168",606,"Gu",8.2
"2169",765,"Ouedraogo",4.2895
"2170",1699,"USGS",0
"2171",899,"USGS",0
"2172",900,"USGS",0
"2173",901,"USGS",0
"2174",902,"USGS",0
"2175",903,"USGS",0
"2176",904,"USGS",0
"2177",905,"USGS",0
"2178",906,"USGS",0
"2179",886,"USGS",3
"2180",490,"Gu",3.3
"2181",1700,"USGS",0
"2182",864,"USGS",0
"2183",865,"USGS",0
"2184",866,"USGS",0
"2185",867,"USGS",0
"2186",868,"USGS",2
"2187",869,"USGS",1
"2188",870,"USGS",2
"2189",871,"USGS",0
"2190",872,"USGS",0
"2191",196,"Gu",2.9
"2192",767,"Ouedraogo",11.615
"2193",1701,"USGS",0
"2194",873,"USGS",6
"2195",874,"USGS",0
"2196",875,"USGS",0
"2197",876,"USGS",0
"2198",877,"USGS",1
"2199",878,"USGS",3
"2200",879,"USGS",0
"2201",880,"USGS",0
"2202",881,"USGS",2
"2203",882,"USGS",0
